transDate,close,high,low,open,volume,event
19/05/2015,4.2,4.2,4.2,4.2,0,
20/05/2015,4.2,4.2,4.2,4.2,0,
21/05/2015,4.2,4.2,4.2,4.2,0,
22/05/2015,4.2,4.2,4.2,4.2,0,
25/05/2015,4.2,4.2,4.2,4.2,0,
26/05/2015,4.2,4.2,4.2,4.2,0,
27/05/2015,4.2,4.2,4.2,4.2,0,
28/05/2015,4.2,4.2,4.2,4.2,0,
29/05/2015,4.2,4.2,4.2,4.2,0,
01/06/2015,4.2,4.2,4.2,4.2,0,
02/06/2015,4.2,4.2,4.2,4.2,0,
03/06/2015,4.2,4.2,4.2,4.2,0,
04/06/2015,4.2,4.2,4.2,4.2,0,
05/06/2015,4.2,4.2,4.2,4.2,0,
08/06/2015,4.2,4.2,4.2,4.2,0,
09/06/2015,4.2,4.2,4.2,4.2,0,
10/06/2015,4.2,4.2,4.2,4.2,0,
11/06/2015,4.2,4.2,4.2,4.2,0,
12/06/2015,4.2,4.2,4.2,4.2,0,
15/06/2015,4.2,4.2,4.2,4.2,0,
16/06/2015,4.2,4.2,4.2,4.2,0,
17/06/2015,4.2,4.2,4.2,4.2,0,
18/06/2015,4.2,4.2,4.2,4.2,0,
19/06/2015,2.6,3.5,2.6,3.5,4000,
22/06/2015,3.3,3.3,3.3,3.3,0,
23/06/2015,3.3,3.3,3.3,3.3,0,
24/06/2015,3.3,3.3,3.3,3.3,0,
25/06/2015,3.5,3.5,3.5,3.5,1000,
26/06/2015,3.5,3.5,3.5,3.5,1000,
29/06/2015,3.5,3.5,3.5,3.5,0,
30/06/2015,3.5,3.5,3.5,3.5,0,
01/07/2015,3.5,3.5,3.5,3.5,0,
02/07/2015,3.5,3.5,3.5,3.5,0,
03/07/2015,3.5,3.5,3.5,3.5,0,
06/07/2015,3.5,3.5,3.5,3.5,0,
07/07/2015,3.5,3.5,3.5,3.5,0,
08/07/2015,3.5,3.5,3.5,3.5,0,
09/07/2015,3.5,3.5,3.5,3.5,0,
10/07/2015,3.5,3.5,3.5,3.5,0,
13/07/2015,3.5,3.5,3.5,3.5,0,
14/07/2015,3.5,3.5,3.5,3.5,0,
15/07/2015,3.5,3.5,3.5,3.5,0,
16/07/2015,3.5,3.5,3.5,3.5,0,
17/07/2015,3.5,3.5,3.5,3.5,0,
20/07/2015,3.5,3.5,3.5,3.5,0,
21/07/2015,3.5,3.5,3.5,3.5,0,
22/07/2015,3.0,3.0,3.0,3.0,2000,
23/07/2015,2.6,2.8,2.6,2.8,4200,
24/07/2015,2.7,2.7,2.7,2.7,0,
27/07/2015,2.7,2.7,2.7,2.7,0,
28/07/2015,2.7,2.7,2.7,2.7,0,
29/07/2015,2.7,2.8,2.7,2.8,3000,
30/07/2015,3.0,3.0,3.0,3.0,500,
31/07/2015,3.0,3.0,3.0,3.0,0,
03/08/2015,3.0,3.0,3.0,3.0,0,
04/08/2015,3.0,3.0,3.0,3.0,0,
05/08/2015,2.7,2.7,2.7,2.7,2700,
06/08/2015,2.7,2.7,2.7,2.7,5000,
07/08/2015,2.7,2.7,2.7,2.7,4500,
10/08/2015,2.7,2.7,2.7,2.7,0,
11/08/2015,2.7,2.7,2.7,2.7,0,
12/08/2015,2.7,2.7,2.7,2.7,0,
13/08/2015,2.7,2.7,2.7,2.7,0,
14/08/2015,2.7,2.7,2.7,2.7,100,
17/08/2015,2.7,2.7,2.7,2.7,0,
18/08/2015,2.7,2.7,2.7,2.7,0,
19/08/2015,2.7,2.7,2.7,2.7,0,
20/08/2015,2.7,2.7,2.7,2.7,0,
21/08/2015,2.7,2.7,2.7,2.7,0,
24/08/2015,2.7,2.7,2.7,2.7,0,
25/08/2015,2.7,2.7,2.7,2.7,0,
26/08/2015,2.7,2.7,2.7,2.7,0,
27/08/2015,2.7,2.7,2.7,2.7,0,
28/08/2015,2.6,2.6,2.6,2.6,1100,
31/08/2015,2.6,2.6,2.6,2.6,7000,
01/09/2015,2.6,2.6,2.6,2.6,0,
03/09/2015,2.6,2.6,2.6,2.6,0,
04/09/2015,2.6,2.6,2.6,2.6,0,
07/09/2015,2.6,2.6,2.6,2.6,0,
08/09/2015,2.6,2.6,2.6,2.6,0,
09/09/2015,2.6,2.6,2.6,2.6,0,
10/09/2015,2.6,2.6,2.6,2.6,0,
11/09/2015,2.6,2.6,2.6,2.6,0,
14/09/2015,2.6,2.6,2.6,2.6,0,
15/09/2015,2.6,2.6,2.6,2.6,0,
16/09/2015,2.6,2.6,2.6,2.6,0,
17/09/2015,2.6,2.6,2.6,2.6,0,
18/09/2015,2.6,2.6,2.6,2.6,0,
21/09/2015,2.6,2.6,2.6,2.6,0,
22/09/2015,2.6,2.6,2.6,2.6,0,
23/09/2015,2.6,2.6,2.6,2.6,0,
24/09/2015,2.6,2.6,2.6,2.6,0,
25/09/2015,2.6,2.6,2.6,2.6,0,
28/09/2015,2.6,2.6,2.6,2.6,0,
29/09/2015,2.6,2.6,2.6,2.6,0,
30/09/2015,2.6,2.6,2.6,2.6,3000,
01/10/2015,2.6,2.6,2.6,2.6,0,
02/10/2015,2.6,2.6,2.6,2.6,0,
05/10/2015,2.6,2.6,2.6,2.6,0,
06/10/2015,2.6,2.6,2.6,2.6,0,
07/10/2015,2.6,2.6,2.6,2.6,0,
08/10/2015,2.6,2.6,2.6,2.6,0,
09/10/2015,2.6,2.6,2.6,2.6,0,
12/10/2015,2.6,2.6,2.6,2.6,0,
13/10/2015,2.6,2.6,2.6,2.6,0,
14/10/2015,2.6,2.6,2.6,2.6,0,
15/10/2015,2.6,2.6,2.6,2.6,0,
16/10/2015,2.6,2.6,2.6,2.6,0,
19/10/2015,2.6,2.6,2.6,2.6,0,
20/10/2015,2.6,2.6,2.6,2.6,0,
21/10/2015,2.6,2.6,2.6,2.6,0,
22/10/2015,2.6,2.6,2.6,2.6,0,
23/10/2015,2.3,2.6,2.3,2.6,1500,
26/10/2015,2.5,2.5,2.5,2.5,0,
27/10/2015,2.5,2.5,2.5,2.5,0,
28/10/2015,2.5,2.5,2.5,2.5,0,
29/10/2015,2.5,2.5,2.5,2.5,0,
30/10/2015,2.5,2.5,2.5,2.5,1000,
02/11/2015,2.5,2.5,2.5,2.5,0,
03/11/2015,2.5,2.5,2.5,2.5,1500,
04/11/2015,2.5,2.5,2.5,2.5,0,
05/11/2015,2.6,2.6,2.6,2.6,100,
06/11/2015,2.6,2.6,2.6,2.6,0,
09/11/2015,2.6,2.6,2.6,2.6,0,
10/11/2015,2.6,2.6,2.6,2.6,0,
11/11/2015,2.4,2.4,2.4,2.4,1500,
12/11/2015,2.4,2.4,2.4,2.4,0,
13/11/2015,2.4,2.4,2.4,2.4,0,
16/11/2015,2.4,2.4,2.4,2.4,0,
17/11/2015,2.4,2.4,2.4,2.4,0,
18/11/2015,2.4,2.4,2.4,2.4,0,
19/11/2015,2.4,2.4,2.4,2.4,0,
20/11/2015,2.4,2.4,2.4,2.4,0,
23/11/2015,2.4,2.4,2.4,2.4,0,
24/11/2015,2.4,2.4,2.4,2.4,1100,
25/11/2015,2.4,2.4,2.4,2.4,0,
26/11/2015,2.4,2.4,2.4,2.4,0,
27/11/2015,2.4,2.4,2.4,2.4,0,
30/11/2015,2.4,2.4,2.4,2.4,0,
01/12/2015,2.4,2.4,2.4,2.4,0,
02/12/2015,2.4,2.4,2.4,2.4,0,
03/12/2015,2.4,2.4,2.4,2.4,0,
04/12/2015,2.7,2.7,2.7,2.7,4100,
07/12/2015,2.7,2.7,2.7,2.7,0,
08/12/2015,3.0,3.0,3.0,3.0,2900,
09/12/2015,3.1,3.1,3.1,3.1,100,
10/12/2015,3.1,3.1,3.1,3.1,0,
11/12/2015,3.1,3.1,3.1,3.1,0,
14/12/2015,2.8,3.5,2.8,3.5,200,
15/12/2015,3.1,3.1,2.8,2.8,200,
16/12/2015,2.6,2.6,2.6,2.6,7000,
17/12/2015,2.6,2.6,2.6,2.6,0,
18/12/2015,2.6,2.6,2.6,2.6,100,
21/12/2015,2.4,2.4,2.4,2.4,2100,
22/12/2015,2.4,2.4,2.4,2.4,0,
23/12/2015,2.4,2.4,2.4,2.4,0,
24/12/2015,2.4,2.4,2.4,2.4,0,
25/12/2015,2.4,2.4,2.4,2.4,0,
28/12/2015,2.4,2.4,2.4,2.4,0,
29/12/2015,2.7,2.7,2.7,2.7,100,
30/12/2015,2.7,2.7,2.7,2.7,0,
31/12/2015,2.7,2.7,2.7,2.7,0,
04/01/2016,2.7,2.7,2.7,2.7,0,
05/01/2016,2.7,2.7,2.7,2.7,0,
06/01/2016,2.7,2.7,2.7,2.7,0,
07/01/2016,2.7,2.7,2.7,2.7,0,
08/01/2016,2.7,2.7,2.7,2.7,0,
11/01/2016,2.7,2.7,2.7,2.7,0,
12/01/2016,2.7,2.7,2.7,2.7,0,
13/01/2016,2.7,2.7,2.7,2.7,0,
14/01/2016,2.7,2.7,2.7,2.7,0,
15/01/2016,2.7,2.7,2.7,2.7,0,
18/01/2016,2.7,2.7,2.7,2.7,0,
19/01/2016,2.7,2.7,2.7,2.7,0,
20/01/2016,2.7,2.7,2.7,2.7,0,
21/01/2016,2.7,2.7,2.7,2.7,0,
22/01/2016,2.7,2.7,2.7,2.7,0,
25/01/2016,2.7,2.7,2.7,2.7,0,
26/01/2016,2.7,2.7,2.7,2.7,0,
27/01/2016,2.7,2.7,2.7,2.7,0,
28/01/2016,2.7,2.7,2.7,2.7,0,
29/01/2016,2.7,2.7,2.7,2.7,0,
01/02/2016,2.7,2.7,2.7,2.7,0,
02/02/2016,2.7,2.7,2.7,2.7,0,
03/02/2016,2.7,2.7,2.7,2.7,0,
04/02/2016,2.7,2.7,2.7,2.7,0,
05/02/2016,2.7,2.7,2.7,2.7,0,
15/02/2016,2.7,2.7,2.7,2.7,0,
16/02/2016,2.7,2.7,2.7,2.7,0,
17/02/2016,2.7,2.7,2.7,2.7,0,
18/02/2016,2.7,2.7,2.7,2.7,0,
19/02/2016,2.7,2.7,2.7,2.7,0,
22/02/2016,2.7,2.7,2.7,2.7,0,
23/02/2016,2.7,2.7,2.7,2.7,0,
24/02/2016,2.7,2.7,2.7,2.7,0,
25/02/2016,2.7,2.7,2.7,2.7,0,
26/02/2016,2.7,2.7,2.7,2.7,0,
29/02/2016,2.7,2.7,2.7,2.7,0,
01/03/2016,2.7,2.7,2.7,2.7,0,
02/03/2016,2.7,2.7,2.7,2.7,0,
03/03/2016,2.7,2.7,2.7,2.7,0,
04/03/2016,2.7,2.7,2.7,2.7,0,
07/03/2016,2.7,2.7,2.7,2.7,0,
08/03/2016,2.7,2.7,2.7,2.7,0,
09/03/2016,2.7,2.7,2.7,2.7,0,
10/03/2016,2.7,2.7,2.7,2.7,0,
11/03/2016,2.7,2.7,2.7,2.7,0,
14/03/2016,2.7,2.7,2.7,2.7,0,
15/03/2016,2.7,2.7,2.7,2.7,0,
16/03/2016,2.7,2.7,2.7,2.7,0,
17/03/2016,2.7,2.7,2.7,2.7,0,
18/03/2016,2.7,2.7,2.7,2.7,0,
21/03/2016,2.7,2.7,2.7,2.7,0,
22/03/2016,2.7,2.7,2.7,2.7,0,
23/03/2016,2.7,2.7,2.7,2.7,0,
24/03/2016,2.7,2.7,2.7,2.7,0,
25/03/2016,2.7,2.7,2.7,2.7,0,
28/03/2016,2.7,2.7,2.7,2.7,0,
29/03/2016,2.7,2.7,2.7,2.7,0,
30/03/2016,2.7,2.7,2.7,2.7,0,
31/03/2016,2.7,2.7,2.7,2.7,0,
01/04/2016,2.7,2.7,2.7,2.7,0,
04/04/2016,2.7,2.7,2.7,2.7,0,
05/04/2016,2.7,2.7,2.7,2.7,0,
06/04/2016,2.7,2.7,2.7,2.7,0,
07/04/2016,2.7,2.7,2.7,2.7,0,
08/04/2016,2.7,2.7,2.7,2.7,0,
11/04/2016,2.7,2.7,2.7,2.7,0,
12/04/2016,2.7,2.7,2.7,2.7,0,
13/04/2016,2.7,2.7,2.7,2.7,0,
14/04/2016,2.7,2.7,2.7,2.7,0,
15/04/2016,2.7,2.7,2.7,2.7,0,
19/04/2016,2.7,2.7,2.7,2.7,0,
20/04/2016,2.7,2.7,2.7,2.7,0,
21/04/2016,2.7,2.7,2.7,2.7,0,
22/04/2016,2.6,2.6,2.6,2.6,200,
25/04/2016,2.6,2.6,2.6,2.6,0,
26/04/2016,2.6,2.6,2.6,2.6,0,
27/04/2016,2.6,2.6,2.6,2.6,0,
28/04/2016,2.6,2.6,2.6,2.6,0,
29/04/2016,2.6,2.6,2.6,2.6,0,
04/05/2016,2.6,2.6,2.6,2.6,0,
05/05/2016,2.6,2.6,2.6,2.6,0,
06/05/2016,2.6,2.6,2.6,2.6,0,
09/05/2016,2.6,2.6,2.6,2.6,0,
10/05/2016,2.6,2.6,2.6,2.6,800,
11/05/2016,2.6,2.6,2.6,2.6,0,
12/05/2016,2.6,2.6,2.6,2.6,0,
13/05/2016,2.6,2.6,2.6,2.6,1100,
16/05/2016,2.6,2.6,2.6,2.6,0,
17/05/2016,2.6,2.6,2.6,2.6,0,
18/05/2016,2.6,2.6,2.6,2.6,0,
19/05/2016,2.6,2.6,2.6,2.6,0,
20/05/2016,2.6,2.6,2.6,2.6,0,
23/05/2016,2.6,2.6,2.6,2.6,0,
24/05/2016,2.6,2.6,2.6,2.6,0,
25/05/2016,2.6,2.6,2.6,2.6,0,
26/05/2016,2.6,2.6,2.6,2.6,0,
27/05/2016,2.6,2.6,2.6,2.6,0,
